aid,author,date,genre,nid,rank,tags,title,vip_date,wd_count,xx,yc
5338842,风诉__,2023-02-10,原创-纯爱-近代现代-爱情,7629268,28,"幻想空间,花季雨季,边缘恋歌,校园",学校第一拽哥居然是omega,2023-02-12 04:01:06,22.91万,纯爱,1
5297776,甜g风仔,2023-02-15,原创-言情-近代现代-爱情,7575074,35,"天之骄子,励志人生",直到海水变蓝,2023-02-12 04:00:59,12.27万,言情,1
4108968,不窈窕,2023-02-15,原创-言情-架空历史-爱情,7468550,36,"情有独钟,天作之合,甜文,快穿",官配拒绝BE（快穿）,2023-02-12 04:01:08,12.96万,言情,1
3713961,姜橙橙,2023-02-14,原创-言情-架空历史-爱情,5598179,32,"穿越时空,复仇虐渣",白月光替身要改嫁,2023-02-12 22:28:18,12.23万,言情,1
3836313,尾翘,2023-02-14,原创-言情-架空历史-爱情,6534080,33,"宫廷侯爵,情有独钟,破镜重圆",与病秧子夫君和离后,2023-02-12 15:29:45,9.2万,言情,1
5293689,鑫鑫鑫子,2023-02-14,原创-言情-架空历史-爱情,7605115,34,"宫廷侯爵,天作之合,重生,甜文",掌中玉,2023-02-12 00:00:02,8.43万,言情,1
5297776,甜g风仔,2023-02-14,原创-言情-近代现代-爱情,7575074,35,"天之骄子,励志人生",直到海水变蓝,2023-02-12 04:00:59,12.27万,言情,1
4174344,枝曳,2023-02-12,原创-言情-近代现代-剧情,6496456,31,"打脸,穿书,爽文,年代文",八十年代咸鱼对照组,2023-02-12 04:00:39,13.7万,言情,1
2982286,恳,2023-02-13,原创-言情-近代现代-爱情,6199503,40,"情有独钟,欢喜冤家,青梅竹马,甜文",闪光期待,2023-02-12 04:01:10,10.26万,言情,1
5377211,卖鱼干的粉红猫猫,2023-02-11,原创-言情-幻想未来-悬疑,7676762,29,"幻想空间,灵异神怪,女强,爽文",玄学大佬封灵实录,2023-02-12 04:01:03,14.14万,言情,1
5359364,冼清秋,2023-02-11,原创-言情-架空历史-爱情,7695488,30,"宫廷侯爵,天作之合,重生,甜文",女将军的娇夫马甲掉了（双重生）,2023-02-12 23:39:17,7.75万,言情,1
853926,未栖,2023-02-09,原创-言情-古色古香-爱情,7039062,26,"天作之合,穿越时空",与郭嘉,2023-02-12 04:01:14,23.75万,言情,1
2810319,溯_,2023-02-09,原创-纯爱-近代现代-爱情,6518010,27,"生子,情有独钟,欢喜冤家,甜文",被装乖偏执攻发现我怀崽了,2023-02-12 04:00:50,9.88万,纯爱,1
5377211,卖鱼干的粉红猫猫,2023-02-10,原创-言情-幻想未来-悬疑,7676762,29,"幻想空间,灵异神怪,女强,爽文",玄学大佬封灵实录,2023-02-12 04:01:03,14.14万,言情,1
5071100,陶里,2023-02-15,原创-言情-近代现代-爱情,7565954,37,"都市情缘,欢喜冤家,甜文",抱歉，我不是你的野蛮人,2023-02-12 04:00:46,15.69万,言情,1
4108968,不窈窕,2023-02-14,原创-言情-架空历史-爱情,7468550,36,"情有独钟,天作之合,甜文,快穿",官配拒绝BE（快穿）,2023-02-12 04:01:08,12.96万,言情,1
3713961,姜橙橙,2023-02-12,原创-言情-架空历史-爱情,5598179,32,"穿越时空,复仇虐渣",白月光替身要改嫁,2023-02-12 22:28:18,12.23万,言情,1
3836313,尾翘,2023-02-12,原创-言情-架空历史-爱情,6534080,33,"宫廷侯爵,情有独钟,破镜重圆",与病秧子夫君和离后,2023-02-12 15:29:45,9.2万,言情,1
5293689,鑫鑫鑫子,2023-02-12,原创-言情-架空历史-爱情,7605115,34,"宫廷侯爵,天作之合,重生,甜文",掌中玉,2023-02-12 00:00:02,8.43万,言情,1
5297776,甜g风仔,2023-02-12,原创-言情-近代现代-爱情,7575074,35,"天之骄子,励志人生",直到海水变蓝,2023-02-12 04:00:59,12.27万,言情,1
3562128,八亩地,2023-02-13,原创-纯爱-架空历史-爱情,5612520,41,"穿越时空,种田文,爽文,逆袭",独宠俏夫,2023-02-12 04:00:52,20.44万,纯爱,1
5000795,一棵月,2023-02-13,原创-言情-架空历史-仙侠,7179430,42,"欢喜冤家,天作之合,史诗奇幻",和高冷竹马网恋后,2023-02-12 04:01:20,21.93万,言情,1
4306570,猫头鹰的糖,2023-02-13,原创-言情-近代现代-爱情,6269688,43,"娱乐圈,励志人生,甜文,都市异闻",被逐出师门后我靠卖艺火了,2023-02-12 04:01:25,20.04万,言情,1
5364650,雪满春,2023-02-13,原创-言情-架空历史-奇幻,7658408,44,"情有独钟,前世今生,朝堂之上,异闻传说",掉马后我成了男主两世白月光,2023-02-12 04:01:05,17.36万,言情,1
4174344,枝曳,2023-02-11,原创-言情-近代现代-剧情,6496456,31,"打脸,穿书,爽文,年代文",八十年代咸鱼对照组,2023-02-12 04:00:39,13.7万,言情,1
5338842,风诉__,2023-02-09,原创-纯爱-近代现代-爱情,7629268,28,"幻想空间,花季雨季,边缘恋歌,校园",学校第一拽哥居然是omega,2023-02-12 04:01:06,22.91万,纯爱,1
5359364,冼清秋,2023-02-10,原创-言情-架空历史-爱情,7695488,30,"宫廷侯爵,天作之合,重生,甜文",女将军的娇夫马甲掉了（双重生）,2023-02-12 23:39:17,7.75万,言情,1
4029829,厌择,2023-02-15,原创-言情-近代现代-爱情,6368252,38,都市情缘,烟熏生锈钉,2023-02-12 22:03:22,5.96万,言情,1
2719438,马纳利亚骑士欧文,2023-02-15,原创-百合-近代现代-爱情,5635777,39,"娱乐圈,甜文,爽文,复仇虐渣",互换后，被傲娇O标记了,2023-02-12 04:01:13,12.31万,百合,1
5071100,陶里,2023-02-14,原创-言情-近代现代-爱情,7565954,37,"都市情缘,欢喜冤家,甜文",抱歉，我不是你的野蛮人,2023-02-12 04:00:46,15.69万,言情,1
4108968,不窈窕,2023-02-12,原创-言情-架空历史-爱情,7468550,36,"情有独钟,天作之合,甜文,快穿",官配拒绝BE（快穿）,2023-02-12 04:01:08,12.96万,言情,1
5071100,陶里,2023-02-12,原创-言情-近代现代-爱情,7565954,37,"都市情缘,欢喜冤家,甜文",抱歉，我不是你的野蛮人,2023-02-12 04:00:46,15.69万,言情,1
4029829,厌择,2023-02-12,原创-言情-近代现代-爱情,6368252,38,都市情缘,烟熏生锈钉,2023-02-12 22:03:22,5.96万,言情,1
4993144,水流云不在,2023-02-13,原创-言情-近代现代-爱情,7205469,45,"都市情缘,天作之合,天之骄子,时代新风",汀烟冉冉生,2023-02-12 04:00:40,23.97万,言情,1
3389230,冰影紫竹,2023-02-13,原创-言情-架空历史-爱情,5227067,46,"仙侠修真,女配,系统,穿书",炮灰女配只想抢江山,2023-02-12 04:00:35,12.97万,言情,1
3713961,姜橙橙,2023-02-11,原创-言情-架空历史-爱情,5598179,32,"穿越时空,复仇虐渣",白月光替身要改嫁,2023-02-12 22:28:18,12.23万,言情,1
3836313,尾翘,2023-02-11,原创-言情-架空历史-爱情,6534080,33,"宫廷侯爵,情有独钟,破镜重圆",与病秧子夫君和离后,2023-02-12 15:29:45,9.2万,言情,1
5293689,鑫鑫鑫子,2023-02-11,原创-言情-架空历史-爱情,7605115,34,"宫廷侯爵,天作之合,重生,甜文",掌中玉,2023-02-12 00:00:02,8.43万,言情,1
5377211,卖鱼干的粉红猫猫,2023-02-09,原创-言情-幻想未来-悬疑,7676762,29,"幻想空间,灵异神怪,女强,爽文",玄学大佬封灵实录,2023-02-12 04:01:03,14.14万,言情,1
4174344,枝曳,2023-02-10,原创-言情-近代现代-剧情,6496456,31,"打脸,穿书,爽文,年代文",八十年代咸鱼对照组,2023-02-12 04:00:39,13.7万,言情,1
3713961,姜橙橙,2023-02-10,原创-言情-架空历史-爱情,5598179,32,"穿越时空,复仇虐渣",白月光替身要改嫁,2023-02-12 22:28:18,12.23万,言情,1
3836313,尾翘,2023-02-10,原创-言情-架空历史-爱情,6534080,33,"宫廷侯爵,情有独钟,破镜重圆",与病秧子夫君和离后,2023-02-12 15:29:45,9.2万,言情,1
2982286,恳,2023-02-15,原创-言情-近代现代-爱情,6199503,40,"情有独钟,欢喜冤家,青梅竹马,甜文",闪光期待,2023-02-12 04:01:10,10.26万,言情,1
3562128,八亩地,2023-02-15,原创-纯爱-架空历史-爱情,5612520,41,"穿越时空,种田文,爽文,逆袭",独宠俏夫,2023-02-12 04:00:52,20.44万,纯爱,1
5000795,一棵月,2023-02-15,原创-言情-架空历史-仙侠,7179430,42,"欢喜冤家,天作之合,史诗奇幻",和高冷竹马网恋后,2023-02-12 04:01:20,21.93万,言情,1
4029829,厌择,2023-02-14,原创-言情-近代现代-爱情,6368252,38,都市情缘,烟熏生锈钉,2023-02-12 22:03:22,5.96万,言情,1
2719438,马纳利亚骑士欧文,2023-02-14,原创-百合-近代现代-爱情,5635777,39,"娱乐圈,甜文,爽文,复仇虐渣",互换后，被傲娇O标记了,2023-02-12 04:01:13,12.31万,百合,1
2719438,马纳利亚骑士欧文,2023-02-12,原创-百合-近代现代-爱情,5635777,39,"娱乐圈,甜文,爽文,复仇虐渣",互换后，被傲娇O标记了,2023-02-12 04:01:13,12.31万,百合,1
2982286,恳,2023-02-12,原创-言情-近代现代-爱情,6199503,40,"情有独钟,欢喜冤家,青梅竹马,甜文",闪光期待,2023-02-12 04:01:10,10.26万,言情,1
5297776,甜g风仔,2023-02-11,原创-言情-近代现代-爱情,7575074,35,"天之骄子,励志人生",直到海水变蓝,2023-02-12 04:00:59,12.27万,言情,1
4108968,不窈窕,2023-02-11,原创-言情-架空历史-爱情,7468550,36,"情有独钟,天作之合,甜文,快穿",官配拒绝BE（快穿）,2023-02-12 04:01:08,12.96万,言情,1
5071100,陶里,2023-02-11,原创-言情-近代现代-爱情,7565954,37,"都市情缘,欢喜冤家,甜文",抱歉，我不是你的野蛮人,2023-02-12 04:00:46,15.69万,言情,1
5359364,冼清秋,2023-02-09,原创-言情-架空历史-爱情,7695488,30,"宫廷侯爵,天作之合,重生,甜文",女将军的娇夫马甲掉了（双重生）,2023-02-12 23:39:17,7.75万,言情,1
5293689,鑫鑫鑫子,2023-02-10,原创-言情-架空历史-爱情,7605115,34,"宫廷侯爵,天作之合,重生,甜文",掌中玉,2023-02-12 00:00:02,8.43万,言情,1
5297776,甜g风仔,2023-02-10,原创-言情-近代现代-爱情,7575074,35,"天之骄子,励志人生",直到海水变蓝,2023-02-12 04:00:59,12.27万,言情,1
4108968,不窈窕,2023-02-10,原创-言情-架空历史-爱情,7468550,36,"情有独钟,天作之合,甜文,快穿",官配拒绝BE（快穿）,2023-02-12 04:01:08,12.96万,言情,1
5071100,陶里,2023-02-10,原创-言情-近代现代-爱情,7565954,37,"都市情缘,欢喜冤家,甜文",抱歉，我不是你的野蛮人,2023-02-12 04:00:46,15.69万,言情,1
4306570,猫头鹰的糖,2023-02-15,原创-言情-近代现代-爱情,6269688,43,"娱乐圈,励志人生,甜文,都市异闻",被逐出师门后我靠卖艺火了,2023-02-12 04:01:25,20.04万,言情,1
5364650,雪满春,2023-02-15,原创-言情-架空历史-奇幻,7658408,44,"情有独钟,前世今生,朝堂之上,异闻传说",掉马后我成了男主两世白月光,2023-02-12 04:01:05,17.36万,言情,1
4993144,水流云不在,2023-02-15,原创-言情-近代现代-爱情,7205469,45,"都市情缘,天作之合,天之骄子,时代新风",汀烟冉冉生,2023-02-12 04:00:40,23.97万,言情,1
3389230,冰影紫竹,2023-02-15,原创-言情-架空历史-爱情,5227067,46,"仙侠修真,女配,系统,穿书",炮灰女配只想抢江山,2023-02-12 04:00:35,12.97万,言情,1
2982286,恳,2023-02-14,原创-言情-近代现代-爱情,6199503,40,"情有独钟,欢喜冤家,青梅竹马,甜文",闪光期待,2023-02-12 04:01:10,10.26万,言情,1
3562128,八亩地,2023-02-14,原创-纯爱-架空历史-爱情,5612520,41,"穿越时空,种田文,爽文,逆袭",独宠俏夫,2023-02-12 04:00:52,20.44万,纯爱,1
5000795,一棵月,2023-02-14,原创-言情-架空历史-仙侠,7179430,42,"欢喜冤家,天作之合,史诗奇幻",和高冷竹马网恋后,2023-02-12 04:01:20,21.93万,言情,1
4306570,猫头鹰的糖,2023-02-14,原创-言情-近代现代-爱情,6269688,43,"娱乐圈,励志人生,甜文,都市异闻",被逐出师门后我靠卖艺火了,2023-02-12 04:01:25,20.04万,言情,1
3562128,八亩地,2023-02-12,原创-纯爱-架空历史-爱情,5612520,41,"穿越时空,种田文,爽文,逆袭",独宠俏夫,2023-02-12 04:00:52,20.44万,纯爱,1
5000795,一棵月,2023-02-12,原创-言情-架空历史-仙侠,7179430,42,"欢喜冤家,天作之合,史诗奇幻",和高冷竹马网恋后,2023-02-12 04:01:20,21.93万,言情,1
4029829,厌择,2023-02-11,原创-言情-近代现代-爱情,6368252,38,都市情缘,烟熏生锈钉,2023-02-12 22:03:22,5.96万,言情,1
2719438,马纳利亚骑士欧文,2023-02-11,原创-百合-近代现代-爱情,5635777,39,"娱乐圈,甜文,爽文,复仇虐渣",互换后，被傲娇O标记了,2023-02-12 04:01:13,12.31万,百合,1
2982286,恳,2023-02-11,原创-言情-近代现代-爱情,6199503,40,"情有独钟,欢喜冤家,青梅竹马,甜文",闪光期待,2023-02-12 04:01:10,10.26万,言情,1
3562128,八亩地,2023-02-11,原创-纯爱-架空历史-爱情,5612520,41,"穿越时空,种田文,爽文,逆袭",独宠俏夫,2023-02-12 04:00:52,20.44万,纯爱,1
5000795,一棵月,2023-02-11,原创-言情-架空历史-仙侠,7179430,42,"欢喜冤家,天作之合,史诗奇幻",和高冷竹马网恋后,2023-02-12 04:01:20,21.93万,言情,1
4174344,枝曳,2023-02-09,原创-言情-近代现代-剧情,6496456,31,"打脸,穿书,爽文,年代文",八十年代咸鱼对照组,2023-02-12 04:00:39,13.7万,言情,1
3713961,姜橙橙,2023-02-09,原创-言情-架空历史-爱情,5598179,32,"穿越时空,复仇虐渣",白月光替身要改嫁,2023-02-12 22:28:18,12.23万,言情,1
3836313,尾翘,2023-02-09,原创-言情-架空历史-爱情,6534080,33,"宫廷侯爵,情有独钟,破镜重圆",与病秧子夫君和离后,2023-02-12 15:29:45,9.2万,言情,1
5293689,鑫鑫鑫子,2023-02-09,原创-言情-架空历史-爱情,7605115,34,"宫廷侯爵,天作之合,重生,甜文",掌中玉,2023-02-12 00:00:02,8.43万,言情,1
5297776,甜g风仔,2023-02-09,原创-言情-近代现代-爱情,7575074,35,"天之骄子,励志人生",直到海水变蓝,2023-02-12 04:00:59,12.27万,言情,1
4108968,不窈窕,2023-02-09,原创-言情-架空历史-爱情,7468550,36,"情有独钟,天作之合,甜文,快穿",官配拒绝BE（快穿）,2023-02-12 04:01:08,12.96万,言情,1
4029829,厌择,2023-02-10,原创-言情-近代现代-爱情,6368252,38,都市情缘,烟熏生锈钉,2023-02-12 22:03:22,5.96万,言情,1
2719438,马纳利亚骑士欧文,2023-02-10,原创-百合-近代现代-爱情,5635777,39,"娱乐圈,甜文,爽文,复仇虐渣",互换后，被傲娇O标记了,2023-02-12 04:01:13,12.31万,百合,1
2982286,恳,2023-02-10,原创-言情-近代现代-爱情,6199503,40,"情有独钟,欢喜冤家,青梅竹马,甜文",闪光期待,2023-02-12 04:01:10,10.26万,言情,1
3562128,八亩地,2023-02-10,原创-纯爱-架空历史-爱情,5612520,41,"穿越时空,种田文,爽文,逆袭",独宠俏夫,2023-02-12 04:00:52,20.44万,纯爱,1
5000795,一棵月,2023-02-10,原创-言情-架空历史-仙侠,7179430,42,"欢喜冤家,天作之合,史诗奇幻",和高冷竹马网恋后,2023-02-12 04:01:20,21.93万,言情,1
4306570,猫头鹰的糖,2023-02-10,原创-言情-近代现代-爱情,6269688,43,"娱乐圈,励志人生,甜文,都市异闻",被逐出师门后我靠卖艺火了,2023-02-12 04:01:25,20.04万,言情,1
5364650,雪满春,2023-02-14,原创-言情-架空历史-奇幻,7658408,44,"情有独钟,前世今生,朝堂之上,异闻传说",掉马后我成了男主两世白月光,2023-02-12 04:01:05,17.36万,言情,1
4993144,水流云不在,2023-02-14,原创-言情-近代现代-爱情,7205469,45,"都市情缘,天作之合,天之骄子,时代新风",汀烟冉冉生,2023-02-12 04:00:40,23.97万,言情,1
3389230,冰影紫竹,2023-02-14,原创-言情-架空历史-爱情,5227067,46,"仙侠修真,女配,系统,穿书",炮灰女配只想抢江山,2023-02-12 04:00:35,12.97万,言情,1
4306570,猫头鹰的糖,2023-02-12,原创-言情-近代现代-爱情,6269688,43,"娱乐圈,励志人生,甜文,都市异闻",被逐出师门后我靠卖艺火了,2023-02-12 04:01:25,20.04万,言情,1
5364650,雪满春,2023-02-12,原创-言情-架空历史-奇幻,7658408,44,"情有独钟,前世今生,朝堂之上,异闻传说",掉马后我成了男主两世白月光,2023-02-12 04:01:05,17.36万,言情,1
4993144,水流云不在,2023-02-12,原创-言情-近代现代-爱情,7205469,45,"都市情缘,天作之合,天之骄子,时代新风",汀烟冉冉生,2023-02-12 04:00:40,23.97万,言情,1
3389230,冰影紫竹,2023-02-12,原创-言情-架空历史-爱情,5227067,46,"仙侠修真,女配,系统,穿书",炮灰女配只想抢江山,2023-02-12 04:00:35,12.97万,言情,1
4306570,猫头鹰的糖,2023-02-11,原创-言情-近代现代-爱情,6269688,43,"娱乐圈,励志人生,甜文,都市异闻",被逐出师门后我靠卖艺火了,2023-02-12 04:01:25,20.04万,言情,1
5364650,雪满春,2023-02-11,原创-言情-架空历史-奇幻,7658408,44,"情有独钟,前世今生,朝堂之上,异闻传说",掉马后我成了男主两世白月光,2023-02-12 04:01:05,17.36万,言情,1
4993144,水流云不在,2023-02-11,原创-言情-近代现代-爱情,7205469,45,"都市情缘,天作之合,天之骄子,时代新风",汀烟冉冉生,2023-02-12 04:00:40,23.97万,言情,1
3389230,冰影紫竹,2023-02-11,原创-言情-架空历史-爱情,5227067,46,"仙侠修真,女配,系统,穿书",炮灰女配只想抢江山,2023-02-12 04:00:35,12.97万,言情,1
5071100,陶里,2023-02-09,原创-言情-近代现代-爱情,7565954,37,"都市情缘,欢喜冤家,甜文",抱歉，我不是你的野蛮人,2023-02-12 04:00:46,15.69万,言情,1
5364650,雪满春,2023-02-10,原创-言情-架空历史-奇幻,7658408,44,"情有独钟,前世今生,朝堂之上,异闻传说",掉马后我成了男主两世白月光,2023-02-12 04:01:05,17.36万,言情,1
4993144,水流云不在,2023-02-10,原创-言情-近代现代-爱情,7205469,45,"都市情缘,天作之合,天之骄子,时代新风",汀烟冉冉生,2023-02-12 04:00:40,23.97万,言情,1
3389230,冰影紫竹,2023-02-10,原创-言情-架空历史-爱情,5227067,46,"仙侠修真,女配,系统,穿书",炮灰女配只想抢江山,2023-02-12 04:00:35,12.97万,言情,1
4029829,厌择,2023-02-09,原创-言情-近代现代-爱情,6368252,38,都市情缘,烟熏生锈钉,2023-02-12 22:03:22,5.96万,言情,1
2719438,马纳利亚骑士欧文,2023-02-09,原创-百合-近代现代-爱情,5635777,39,"娱乐圈,甜文,爽文,复仇虐渣",互换后，被傲娇O标记了,2023-02-12 04:01:13,12.31万,百合,1
2982286,恳,2023-02-09,原创-言情-近代现代-爱情,6199503,40,"情有独钟,欢喜冤家,青梅竹马,甜文",闪光期待,2023-02-12 04:01:10,10.26万,言情,1
3562128,八亩地,2023-02-09,原创-纯爱-架空历史-爱情,5612520,41,"穿越时空,种田文,爽文,逆袭",独宠俏夫,2023-02-12 04:00:52,20.44万,纯爱,1
5000795,一棵月,2023-02-09,原创-言情-架空历史-仙侠,7179430,42,"欢喜冤家,天作之合,史诗奇幻",和高冷竹马网恋后,2023-02-12 04:01:20,21.93万,言情,1
4306570,猫头鹰的糖,2023-02-09,原创-言情-近代现代-爱情,6269688,43,"娱乐圈,励志人生,甜文,都市异闻",被逐出师门后我靠卖艺火了,2023-02-12 04:01:25,20.04万,言情,1
5364650,雪满春,2023-02-09,原创-言情-架空历史-奇幻,7658408,44,"情有独钟,前世今生,朝堂之上,异闻传说",掉马后我成了男主两世白月光,2023-02-12 04:01:05,17.36万,言情,1
4993144,水流云不在,2023-02-09,原创-言情-近代现代-爱情,7205469,45,"都市情缘,天作之合,天之骄子,时代新风",汀烟冉冉生,2023-02-12 04:00:40,23.97万,言情,1
3389230,冰影紫竹,2023-02-09,原创-言情-架空历史-爱情,5227067,46,"仙侠修真,女配,系统,穿书",炮灰女配只想抢江山,2023-02-12 04:00:35,12.97万,言情,1
